chA,chB,pA,pB,d,score
ADC,ADC,0.7000000000000001,1.0,fidelity,0.6199556480966545
ADC,ADC,0.7000000000000001,1.0,affinity,0.6199556480966544
ADC,ADC,0.7000000000000001,1.0,wooters_distance,0.5993400675171818
ADC,ADC,0.8,0.0,trace_distance,0.3259994290120205
ADC,ADC,0.8,0.0,fidelity,0.6781659459999158
ADC,ADC,0.8,0.0,affinity,0.8213044786877742
ADC,ADC,0.8,0.0,wooters_distance,0.592772664850406
ADC,ADC,0.8,0.1,trace_distance,0.31653823373247375
ADC,ADC,0.8,0.1,fidelity,0.6884491984711879
ADC,ADC,0.8,0.1,affinity,0.8279375403532115
ADC,ADC,0.8,0.1,wooters_distance,0.5894077012780395
ADC,ADC,0.8,0.2,trace_distance,0.3220121608623537
ADC,ADC,0.8,0.2,fidelity,0.6903060439622298
ADC,ADC,0.8,0.2,affinity,0.82808378753412
ADC,ADC,0.8,0.2,wooters_distance,0.5891466498306837
ADC,ADC,0.8,0.30000000000000004,trace_distance,0.33067742726730226
ADC,ADC,0.8,0.30000000000000004,fidelity,0.691656057393559
ADC,ADC,0.8,0.30000000000000004,affinity,0.8268837957747016
ADC,ADC,0.8,0.30000000000000004,wooters_distance,0.5884937151818624
ADC,ADC,0.8,0.4,trace_distance,0.3496516107452197
ADC,ADC,0.8,0.4,fidelity,0.685221230887522
ADC,ADC,0.8,0.4,affinity,0.8192728131987482
ADC,ADC,0.8,0.4,wooters_distance,0.5950633361574591
ADC,ADC,0.8,0.5,trace_distance,0.3641135900865787
ADC,ADC,0.8,0.5,fidelity,0.6887816076925787
ADC,ADC,0.8,0.5,affinity,0.8147146850346859
ADC,ADC,0.8,0.5,wooters_distance,0.5892589704428025
ADC,ADC,0.8,0.6000000000000001,trace_distance,0.3923560352739139
ADC,ADC,0.8,0.6000000000000001,fidelity,0.6809016103304765
ADC,ADC,0.8,0.6000000000000001,affinity,0.7999280927377166
ADC,ADC,0.8,0.6000000000000001,wooters_distance,0.5950984995034719
ADC,ADC,0.8,0.7000000000000001,trace_distance,0.40868383326995145
ADC,ADC,0.8,0.7000000000000001,fidelity,0.6815730918819659
ADC,ADC,0.8,0.7000000000000001,affinity,0.7898044681041708
ADC,ADC,0.8,0.7000000000000001,wooters_distance,0.5908255140825901
ADC,ADC,0.8,0.8,trace_distance,0.43363449631286616
ADC,ADC,0.8,0.8,fidelity,0.6780477210874524
ADC,ADC,0.8,0.8,affinity,0.769518653397669
ADC,ADC,0.8,0.8,wooters_distance,0.5869515500193093
ADC,ADC,0.8,0.9,trace_distance,0.45856566372368235
ADC,ADC,0.8,0.9,fidelity,0.6747367153689741
ADC,ADC,0.8,0.9,affinity,0.7411024798008029
ADC,ADC,0.8,0.9,wooters_distance,0.5765532246876234
ADC,ADC,0.8,1.0,trace_distance,0.5132430252837541
ADC,ADC,0.8,1.0,fidelity,0.632217404698285
ADC,ADC,0.8,1.0,affinity,0.6322174046982849
ADC,ADC,0.8,1.0,wooters_distance,0.5766473008212551
ADC,ADC,0.9,0.0,trace_distance,0.37575113470351057
ADC,ADC,0.9,0.0,fidelity,0.6268633026424771
ADC,ADC,0.9,0.0,affinity,0.7899982302226229
ADC,ADC,0.9,0.0,wooters_distance,0.6513084251337964
ADC,ADC,0.9,0.1,trace_distance,0.3747174429058213
ADC,ADC,0.9,0.1,fidelity,0.6291479378819319
ADC,ADC,0.9,0.1,affinity,0.7916974960461401
ADC,ADC,0.9,0.1,wooters_distance,0.6535296149991271
ADC,ADC,0.9,0.2,trace_distance,0.37619255720288686
ADC,ADC,0.9,0.2,fidelity,0.6349768672046773
ADC,ADC,0.9,0.2,affinity,0.7940380337181558
ADC,ADC,0.9,0.2,wooters_distance,0.6484432929557769
ADC,ADC,0.9,0.30000000000000004,trace_distance,0.38052074413524145
ADC,ADC,0.9,0.30000000000000004,fidelity,0.64012606248712
ADC,ADC,0.9,0.30000000000000004,affinity,0.7945728206748154
ADC,ADC,0.9,0.30000000000000004,wooters_distance,0.6430119366932457
ADC,ADC,0.9,0.4,trace_distance,0.382161303148113
ADC,ADC,0.9,0.4,fidelity,0.6515775219687449
ADC,ADC,0.9,0.4,affinity,0.797621966766629
ADC,ADC,0.9,0.4,wooters_distance,0.6306925441186819
ADC,ADC,0.9,0.5,trace_distance,0.39377186850035756
