chA,chB,pA,pB,d,score
ADC,ADC,0.5,0.1,trace_distance,0.20815210272658033
ADC,ADC,0.5,0.1,fidelity,0.8066914975595496
ADC,ADC,0.5,0.1,affinity,0.8959649744609276
ADC,ADC,0.5,0.1,wooters_distance,0.4492377563174154
ADC,ADC,0.5,0.2,trace_distance,0.2296982316350006
ADC,ADC,0.5,0.2,fidelity,0.793489326251807
ADC,ADC,0.5,0.2,affinity,0.8874763690742344
ADC,ADC,0.5,0.2,wooters_distance,0.47016902409029415
ADC,ADC,0.5,0.30000000000000004,trace_distance,0.2561773288277854
ADC,ADC,0.5,0.30000000000000004,fidelity,0.7808938533376982
ADC,ADC,0.5,0.30000000000000004,affinity,0.87757114346756
ADC,ADC,0.5,0.30000000000000004,wooters_distance,0.4864608635795009
ADC,ADC,0.5,0.4,trace_distance,0.28793591725375733
ADC,ADC,0.5,0.4,fidelity,0.764720251118368
ADC,ADC,0.5,0.4,affinity,0.8640967290507356
ADC,ADC,0.5,0.4,wooters_distance,0.5045989580462474
ADC,ADC,0.5,0.5,trace_distance,0.3208439950466791
ADC,ADC,0.5,0.5,fidelity,0.7506164259184563
ADC,ADC,0.5,0.5,affinity,0.8496779821752598
ADC,ADC,0.5,0.5,wooters_distance,0.5183614357459357
ADC,ADC,0.5,0.6000000000000001,trace_distance,0.36420575739123384
ADC,ADC,0.5,0.6000000000000001,fidelity,0.7326046333362872
ADC,ADC,0.5,0.6000000000000001,affinity,0.8295943650369694
ADC,ADC,0.5,0.6000000000000001,wooters_distance,0.5361882377537127
ADC,ADC,0.5,0.7000000000000001,trace_distance,0.41243808385804676
ADC,ADC,0.5,0.7000000000000001,fidelity,0.7102937111368479
ADC,ADC,0.5,0.7000000000000001,affinity,0.8030613331622974
ADC,ADC,0.5,0.7000000000000001,wooters_distance,0.5577843888893442
ADC,ADC,0.5,0.8,trace_distance,0.45704955037599554
ADC,ADC,0.5,0.8,fidelity,0.688155650366287
ADC,ADC,0.5,0.8,affinity,0.7720154001100554
ADC,ADC,0.5,0.8,wooters_distance,0.5774507959520996
ADC,ADC,0.5,0.9,trace_distance,0.5078977127195963
ADC,ADC,0.5,0.9,fidelity,0.6587041186107835
ADC,ADC,0.5,0.9,affinity,0.7253319912040297
ADC,ADC,0.5,0.9,wooters_distance,0.6045326789294799
ADC,ADC,0.5,1.0,trace_distance,0.598691399405243
ADC,ADC,0.5,1.0,fidelity,0.5846026436692708
ADC,ADC,0.5,1.0,affinity,0.5846022989637625
ADC,ADC,0.5,1.0,wooters_distance,0.685367572936755
ADC,ADC,0.6000000000000001,0.0,trace_distance,0.23665679597190323
ADC,ADC,0.6000000000000001,0.0,fidelity,0.7764438406874362
ADC,ADC,0.6000000000000001,0.0,affinity,0.8782875633726902
ADC,ADC,0.6000000000000001,0.0,wooters_distance,0.475394754421609
ADC,ADC,0.6000000000000001,0.1,trace_distance,0.24648957964427756
ADC,ADC,0.6000000000000001,0.1,fidelity,0.7679314436094504
ADC,ADC,0.6000000000000001,0.1,affinity,0.8737168360207187
ADC,ADC,0.6000000000000001,0.1,wooters_distance,0.49691633158376103
ADC,ADC,0.6000000000000001,0.2,trace_distance,0.2603881977959186
ADC,ADC,0.6000000000000001,0.2,fidelity,0.7614456449744019
ADC,ADC,0.6000000000000001,0.2,affinity,0.869064413606941
